PERNO,GRADE,DEPT_CD,DPAY,DA,PAY_ADJMT,DA_ADJMT,PP,APAY,INCENTIVE,HRA,FUEL_SUB,ATS,CPF_PC,VPF,ITAX,CESS,CESS_ADDL,PTAX,CCA,SESBF,CANTEEN,RENT,ELEC,CONS,CPF_PR,CPF_IR,CPF_CC,EPS,GPAY,DEDN,NPAY,
734282,E6,60,59860,87815,0,0,0,0,0,11972,0,0,17721,50000,33634,1346,0,0,0,2954,0,0,0,0,0,0,17721,0,181883,102955,78928,
734436,S10,72,30992,17789,0,0,25,0,850,0,300,0,5854,15000,0,0,0,0,75,976,545,36,280,1,12000,0,5854,0,52576,37169,15407,
734569,S10,72,30992,17789,0,0,69,0,850,0,300,0,5854,15000,2095,85,0,0,75,976,533,106,340,1,0,15000,4604,1250,52708,37988,14720,
734574,S10,76,30992,17789,0,0,28,0,740,3003,300,900,5854,7000,0,0,0,0,75,976,509,0,0,0,0,10000,5854,0,56336,28704,27632,
734581,S10,76,30992,17789,0,0,0,0,850,0,300,540,5854,4000,2119,85,0,0,75,976,557,150,360,1,0,0,4604,1250,53103,19567,33536,
734602,S11,80,32567,18693,0,0,103,0,360,0,300,0,6151,2000,0,0,0,0,75,1025,545,0,0,0,0,0,4901,1250,54797,8376,46421,
734618,E3,81,34910,51213,0,0,0,0,0,0,0,0,10335,2000,7219,290,0,0,0,1722,0,163,475,1,0,0,9085,1250,100033,20512,79521,
734691,S10,65,30992,17789,0,0,78,0,520,0,300,0,5854,20000,0,0,0,0,75,976,461,120,420,1,0,0,4604,1250,52305,26591,25714,
734831,S10,12,30992,17789,-130,-75,25,0,1000,0,300,360,5829,0,2620,106,0,0,75,972,533,78,420,1,10500,0,4579,1250,52862,35304,17558,
734868,S10,42,30992,17789,0,0,90,0,1000,3093,300,0,5854,7000,1703,68,0,0,75,976,557,0,0,0,0,0,5854,0,55896,24647,31249,
735155,E4,50,38160,55981,0,0,128,0,0,0,0,180,11297,10000,14058,563,0,0,0,1883,0,148,399,1,0,0,10047,1250,109453,37046,72407,
735225,E4,60,38160,55981,0,0,0,0,0,7632,0,180,11297,1000,14222,569,0,0,0,1883,0,0,0,0,0,10000,11297,0,116957,37021,79936,
735232,E3,50,37040,54338,0,0,128,0,0,0,0,90,10965,25000,12890,516,0,0,0,1828,0,163,475,1,0,0,9715,1250,106184,50814,55370,
735246,E3,50,34910,51213,0,0,128,0,0,0,0,225,10335,0,8396,336,0,0,0,1722,0,78,399,1,0,0,10335,0,100139,30225,69914,
735391,S10,68,30992,17789,0,0,0,0,850,0,300,0,5854,13000,0,0,0,0,75,976,509,143,420,1,0,0,5854,0,52615,18978,33637,
735428,S10,65,30992,17789,0,0,69,0,850,0,300,1080,5854,10000,1949,78,0,0,75,976,557,78,420,1,11000,6000,4604,1250,53812,35383,18429,
735433,S10,65,30992,17789,0,0,0,0,850,0,300,720,5854,5000,0,0,0,0,75,976,533,98,360,1,7000,0,5854,0,53259,19163,34096,
735496,E4,60,38160,55981,0,0,0,0,0,0,0,0,11297,2000,13393,536,0,0,0,1883,0,143,456,1,20000,0,10047,1250,107845,48169,59676,
735519,E3,83,35960,52753,0,0,0,0,0,0,0,0,10646,7000,11796,472,0,0,0,1774,0,163,456,1,0,0,9396,1250,102807,32966,69841,
735524,E3,82,33890,49717,0,0,103,0,0,0,0,0,10033,40000,9313,373,0,0,0,1672,0,163,475,1,0,0,8783,1250,94977,61967,33010,
735545,S8,65,28613,16424,0,0,10,0,447,0,300,0,5404,2000,0,0,0,0,75,901,473,80,340,1,15000,0,5404,0,48199,35029,13170,
735592,E4,60,38160,55981,0,0,0,0,0,7632,0,0,11297,3000,14462,580,0,0,0,1883,0,0,0,0,0,0,10047,1250,117677,40489,77188,
735601,E5,83,48640,71355,0,0,175,0,0,0,0,0,14399,5000,23004,921,0,0,0,2400,0,143,456,1,25000,0,13149,1250,137622,67831,69791,
735622,E3,60,35960,52753,0,0,128,0,0,7192,0,90,10646,0,8868,355,0,0,0,1774,0,0,0,0,25000,0,9396,1250,110217,46795,63422,
735956,S9,76,29781,17094,0,0,58,0,795,0,300,1260,5625,13000,0,0,0,0,75,938,509,110,420,1,0,0,5625,0,51799,20068,31731,
736042,S9,76,30078,17265,0,0,0,0,850,0,300,0,5681,2000,2069,83,0,0,75,947,545,150,360,1,0,8000,4431,1250,51058,26893,24165,
736292,S7,76,27780,15946,0,0,0,0,554,0,300,360,5247,0,1857,75,0,0,75,875,497,143,420,1,6000,0,5247,0,47219,24367,22852,
